L_var_ID	LV16cellA	LV16cellB	LV16cellC	LV32cellA	LV32cellB	LV32cellC	LV4cellA	LV4cellB	LV4cellC	LVEGGA	LVEGGB	LVEGGC	LVGA	LVGB	LVGC	LVMBA	LVMBB	LVMBC	LVPRA	LVPRB	LVPRC
LVA_26755.t1	204.50	326.50	127	253.50	276.50	353	226.00	155	142	25	54	135	1124.17	603.50	514	273.00	523	803.50	620.25	533	609.50
LVA_23401.t1	48.50	93	20	22.50	36.50	62.50	41	35.50	33.50	43	10.50	17	258	154.50	162	124.50	111.50	130	146.50	104.83	105
LVA_25320.t1	783	1021.50	340	472.50	982	351.00	519.25	933.75	699	171.50	178.50	104	295.00	178.50	175	185.50	235.75	274.50	159.50	124	142
LVA_25320.t2	829	1073.50	367	499.50	1017	366.00	550.25	997.75	739	183.50	184.50	110	321.00	183.50	190	203.50	248.75	298.50	169.50	130	150
LVA_26532.t1	27	23	17	14.50	84.50	49	90.50	54	60	5	17	15	82	173	51.50	106	142	133.50	48	18	32
LVA_24774.t1	26	19	69	5	15	29	20	147	21	1	4	9	132	30	63	8	31	82	39	7	32
LVA_24555.t1	2.87	1.27	2.16	0.85	0	0.25	40.68	7.45	26.95	16.82	38.59	17.19	8.41	0.35	0.98	10.86	1.54	2.36	2.74	3.59	0.74
LVA_25473.t1	0	0	0	0	0	0.50	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1.50
LVA_26148.t1	10686	12531	7488	7551	12977.00	15907	4836	2742	5803	2922	3162	4837	2324	1474	1723.00	2536	1811	2720	1253.00	1005	888
LVA_26043.t1	0	4.50	7	2	0	0	0	0	0	2	0	0	1	0	0	6	0	3	1	5.67	3
LVA_26109.t1	737	1046.00	657	464	1031	1381.00	262	415	709	584	507	450	2778	2440	3166	2696	2892	2944	2181	1326	1227
LVA_24029.t1	385.50	493	227	300	366.50	734.50	22	44	107.50	11.50	13.50	23.50	829	515.50	520	565.33	569.50	654.33	282	188	211
LVA_25122.t1	1652	2113	1113	1153	1991	2222	500	818	1006.00	238	325	438	2787	1495	1662.00	1652.00	1609	2010.00	1879	1578	1465
LVA_25227.t1	2.50	2.33	0.33	0	0	1.83	0	3.42	0.33	0	0	0	0	1	0	0.33	1.33	0	1	0.33	3.83
LVA_26140.t1	16	23	13	9	17	11	10	29	27	5	8	8	149	117	110	140	106	141	138	70	53
LVA_25189.t1	590.67	594.50	194.33	172.33	716	91	324	54.50	395	54	59	25	850.83	453.83	478.83	291.17	369.67	321.17	500.83	362.17	423.33
LVA_25274.t1	4.32	3.25	5.53	5.58	5.17	2.07	3.17	1.40	1.50	1	0	0.37	45.72	21.88	49.04	9.34	21.82	19.64	43.16	50.06	22.35
LVA_26213.t1	1.33	1.00	1.33	0.67	5.33	2.67	1.83	1.33	5.50	0	0	8.83	24.17	11.83	12.33	16.00	16.17	36.92	7.50	13.67	27.83
LVA_24088.t1	3679.58	4038.50	3131.30	3509.50	3995.67	2922.17	5837.67	4716.14	3936.31	3149.03	3264.38	3288	197.50	118.50	140.50	88.50	192.50	252.50	186	159	115.50
LVA_23397.t1	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_23235.t1	442.83	472	567	923.33	922	883	1022.25	246	768.33	818.83	286	293.33	819.58	618	516.33	595	601	505.50	557.33	496.67	443.50
LVA_25297.t1	1700	2075	1040	1502	2610	2649	1436.50	602.00	1210	270.00	229	589	2579	1533.00	1571.00	1651	1748	1790.00	2110.00	1689	1606
LVA_25468.t1	92.83	100.17	35.83	32.50	95.33	88.00	71.67	32.83	24.50	7.17	4.33	10.67	117.50	108.00	125.33	55.33	86.50	51.83	166.83	86.50	102.83
LVA_26457.t1	175	193	415	587	416	622	179	1098.00	986	43	105	130	543	176	291	186	171	214	331	236.00	202
LVA_24511.t1	103	94.50	223	53.50	170.50	60.33	456.33	325.33	370.50	20	17	50.50	290.67	301.50	254.50	152.83	175	151.75	335.33	213.00	211
LVA_24301.t1	373.50	425	229	207.50	605	564	181.50	162.50	414.17	129.50	203	179.50	655	355.50	386.50	587	553	735.67	311.33	225.67	219
LVA_23658.t1	992	1361.50	879.50	559	931.83	1023.58	868	948.00	1168.50	219.17	250	147	344	175	244.50	208.50	169.50	168.33	214.50	204.50	250.50
LVA_24580.t1	305.50	477.50	16.50	71	113.50	396.50	112.50	33.50	423.50	230.50	160.50	347.50	5665.00	2983.50	4122.00	2095.50	2124.50	2376.00	6624.00	4748.00	4755.00
LVA_24580.t1.1.5f2bf51c	216.50	335.50	12.50	48	82.50	292.50	63.50	18.50	280.50	157.50	116.50	230.50	3816.00	2105.50	2853.00	1386.50	1465.50	1575.00	4492.00	3312.00	3291.00
LVA_23304.t1	4	1	5	1	1	3	2	0	0	10	1	1	46	21	29	2	1	3	66	41	34
LVA_25465.t1	661.33	786	456	349	759	722.67	262	318	386.50	44.50	43	145.50	528.83	352	575	551	527	485	159.50	148.50	99.50
LVA_25919.t1	10.17	4.83	2	5.50	1.50	3	1	2.70	1.20	4.20	0	0.33	0.50	0	1	2	1.50	0	0	0.50	1
LVA_25757.t1	58	70	33	34	66	93	54	41	34	14	7	11	65	46	47	28	44	29	79	52	60
LVA_24371.t1	871.50	1440.00	497.50	849.17	1120	735.50	645.50	776	1097.17	338.50	564.83	501.83	302	233.50	247	142	277.50	265.50	300	280	250
LVA_24867.t1	2	4.50	3.50	5.50	24.53	8	18.17	6.67	10	3.50	3	2	3	4.50	7.50	4	5.50	1	7	4.50	5
LVA_25522.t1	0	0	0	0	0.50	0	0	0	0	0	0	0	1	0	0	1.50	1.50	3.83	1	1	2.50
LVA_24165.t1	1871.50	2549.00	857.50	1248.50	1397	1024	1167.50	1106.50	1133.33	2421	1758.50	1483.50	686	290	347	396.50	379	459.50	512.50	466.33	563.50
LVA_24621.t1	2439.50	2673.00	1344	2201.50	2650	2427.50	1778.00	1244	1885.50	1298.00	1584.00	1667.50	958	600	686	457	817	701	573	335	309
LVA_23593.t1	1315.00	1424.83	775	794.83	1147.50	1016.50	1104	718.40	437.50	727.17	489.50	1038	654.33	454.17	870.33	291	454.50	510	595.17	305.50	318.75
LVA_25632.t1	0	1	0	0	0	0	0	0	0	0	0	0	4	82	2	4	0	0	1	0	4
LVA_23160.t1	1086	1359	1072	487	1007	1394.00	629	466	971.00	234	161	183	255	190.50	245	182	204	206	253	136	154
LVA_23164.t1	298.17	360.83	443.00	225	193.33	504.50	457.08	100.50	401	46	59.50	97.50	155.75	473.67	228.00	227	83.50	80.50	426.75	248.33	230.67
LVA_26617.t1	1419	1621	1110	1111	1447	2419	3363	1451	1741	1408	2650	2103	1000	590	935	524	585	1029	816	460	465
LVA_23514.t1	4.33	5	5.50	6.50	8	6.50	4.50	3.50	5.50	3	1.33	1.50	40.50	17.50	11.50	19.50	24.50	28.50	20	14.50	22.50
LVA_23594.t1	173	144.50	180	56	171	138.50	122.50	183	147.50	11.50	10	9	39.50	19.50	48.50	29.50	48	44	171	134.50	151
LVA_26131.t1	1314	1348	1215	1067	984	1540	1056	864	997.00	158	258	462	843	469	756	1043	646	884	670	336	376
LVA_25600.t1	0.50	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0.50	0	0	0	0
LVA_23274.t1	0	0	0	0	0	1	0	1	0	2	0	3	42	14	24	5	2	2	8	4	13
LVA_26746.t1	330	402	471	441	1022	478	485	184	590	178	181	110	970	971.50	940	654	671	551.50	812	375	505
LVA_23443.t1	13.50	31.50	30.50	0	0	0	2	1.50	0	0.50	0.50	1.50	10.50	2	1.50	0	2.50	0.50	9.17	4.83	10.33
LVA_24386.t1	660.24	820.64	511.59	420.71	1085.13	750.88	453.10	476.61	331.28	45.65	27.91	78.48	5597.35	4285.18	3948.08	3642.77	3297.08	7642.99	4412.77	4904.87	4498.39
LVA_25703.t1	0.11	0	0	0	0.31	0.36	0.12	0.11	0	0.11	0	0.12	2.14	1.66	3.65	0.77	3.14	0.49	2.87	1.83	2.12
LVA_25655.t1	0	0	0.20	0	0	0	1.70	0	0.25	0	0	0	38.87	64.17	16.10	16.83	3.70	26.82	19.82	11.30	7.90
LVA_26640.t1	115	124	153	116	242	182	60	72	132	72	239	483	20571.00	13858	15295.00	3473.00	6283	4605.00	32090.00	19898.00	22750.00
LVA_26328.t1	157	143	89	286	137	322	163	148.67	64	45	8	148	1730	1633.00	2164	2430.17	1371	2281.00	1898.50	1008	945
LVA_26171.t1	1.14	0	0	1.20	11	3	2	5	34	1	15	1	255	143	135	26	18	15	469	390	363.20
LVA_26097.t1	263	413	533.00	231	192	517	425	71	385	29	212	191	901	728	654	614.00	460	759	742	444	494
LVA_25163.t1	144.53	198.43	201.23	230.90	211.48	179	256.22	214.95	108.17	81	95.92	115.28	63.00	16.25	14.50	48.77	54.10	101.52	3.75	8	6.25
LVA_25163.t1.1.5f2bf520	144.53	198.43	201.23	230.90	211.48	179	256.22	214.95	108.17	81	95.92	115.28	63.00	16.25	14.50	48.77	54.10	101.52	3.75	8	6.25
LVA_26134.t1	51	58	26	66	76	175	84	112	109	26	32	59	199	93	144	108	120	129	150	77	116
LVA_23421.t1	181.50	206	143.17	198.00	429.50	474.83	204.50	198	229.50	756.17	522	269.77	365.50	408.83	505.50	175.00	123.33	106.33	462.83	134.83	163.50
LVA_26138.t1	2264	3284	582.00	1850	1368	3949	2203.00	2536	3720	143	1381	453	384	117	295	153	148	177	263	192	177
LVA_26356.t1	0	0.50	0.80	1.18	1.38	0.70	2.38	0.85	2.87	0.98	2.33	0.40	4.87	1.15	1.57	0.40	0.65	0.75	1.05	1.18	2.58
LVA_23769.t1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0.25	0	1	0	1	0
LVA_23779.t1	1994.00	2550	2085	1378	1872	1961	691	696.50	1357	171	300	346	913	619	855	685	653	606	826	620	583
LVA_26182.t1	47	53	11	20	119	15	37	3	9	1	3	1	1947	1006	1836	2448	2346.00	4627	1530	895	980
LVA_25278.t1	0.33	1.00	0.83	1.67	7.00	0.67	0.83	0.33	1.83	0	0	5.33	28.67	12.83	10.58	18.50	16.17	49.25	11.00	15.67	31.33
LVA_26470.t1	48	48	32	41	139	120	39	88	60	21	56	78	148	137	99	62	97	58	196	118	104
LVA_25817.t1	175	121	270.00	49	57	282	100	430	264	27	111	96	1049	591	580.00	670	570	816	472	318	425
LVA_24554.t1	135.12	168.16	93.71	28.75	123.41	123.59	51.92	87.83	21.67	31.08	6.08	56.26	106.75	330.96	282.83	234.58	176.96	325.65	313.08	216.66	176.75
LVA_24057.t1	197	127.50	284	140	68.50	163.50	201.50	190.50	243	95	103	34.50	437.75	294	278	191.50	212	144.10	284	240	224.50
LVA_26206.t1	8.50	3.50	2.75	22.45	28.18	41.43	0.75	1.70	0.45	0.50	0.25	0.25	122.45	87.35	82.43	115.13	77.10	138.87	30.23	8.25	15.75
LVA_26086.t1	582	500	593	285	424	652	457	696	1396	463	919	528	419	297	261	189	260	325	287	179	133
LVA_25796.t1	0	0	3	2	9	0	13	17	0	1	0	1	2	2	1	1	0	0	2	1	1
LVA_25267.t1	36	26	7	27	13	16	21	11	6	3	12	19	833	501	578	458.50	487.50	668	788	710	662
LVA_26081.t1	304	351.50	281	279.83	200.33	435	181	350	302.50	46	51	111	1551.00	1560.67	1659.50	1256.33	1186.00	2491.83	1246.42	797.33	769.00
LVA_25546.t1	37.33	23	39	48.50	109.50	35.50	17	23	63.67	3.50	19.50	11	127	109	127.50	66.50	54.50	64.50	124.33	55	64.50
LVA_24421.t1	0	0.12	1.53	2.54	1.51	1.00	1.28	1.10	0.32	1.37	0.77	0.94	87.57	88.34	34.65	109.09	33.37	123.54	28.96	53.59	65.98
LVA_24010.t1	0	0	0	0	0.50	0	0	0	0	0.50	0.50	0.50	0	0.50	0	0	0	0	5.50	9	5
LVA_25534.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0
LVA_25952.t1	950	1101	365	866	1129	1343	756	1221	568	331	182	242	116	88	150	21	41	14	236	185	175
LVA_24608.t1	0	0	0	11	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_24438.t1	258.50	380.50	71	456.00	341.83	737.17	398.50	88	299.83	21.50	150.33	41.83	4136.00	2080.83	1940.75	1655.83	2345.50	1611.67	2486.17	2173.17	2253.67
LVA_26197.t1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LVA_24016.t1	18.50	37.50	18	13.50	44	22.50	5.50	7	16.50	2	5.50	5	20	11.50	12.50	9.50	14	14	13.50	6	8
LVA_25076.t1	5	4.49	23.10	31	16.56	16.88	31.22	44.29	11	9	7.10	12.38	71.86	67.97	18.21	21.62	38.70	63.12	23.52	51.98	52
LVA_23740.t1	456	485.00	623	70.00	78	83	72	549	618	38	229	32	174	115	87	88	84	50	96	94	96
LVA_25668.t1	1592	2049	1724	992	3263.00	2213	1278	2181	1312	561	684	883	657	407	726	359	288	475	538	323	482
LVA_24699.t1	2	4	0	0	1	0	0	7	1	0	0	0	5	2	9	4	2	5	3	0	0
LVA_24402.t1	126.50	141.17	84.50	51	164.50	98.50	227.50	91.50	79.50	113.50	22.50	37.50	726.67	575.67	682.17	265.17	496.33	425.33	577.17	291	280.50
LVA_26739.t1	950	1281	956	1139	2280	1884.00	1389	1003	1055	436	642	780	408	241	271	100	186	194	286	196	208
LVA_23859.t1	1.50	3	0	2	0.33	0.33	0	0.33	0	1.83	0	0.50	8.33	1.33	1	4.83	1.75	3.83	3.08	2	3.17
LVA_23882.t1	1.50	0	0	1	0	2.50	0	0	0	0.50	1	1	14	1	0.50	4	2.50	0	0.50	2	4
LVA_25397.t1	3185.00	3846.00	3358	3204.00	1942.00	4121.00	4365	3357.00	2977.00	3822.00	6508.00	2515	2484	1447.00	1716	1261.00	1339	2125	2132.20	1835	1642
LVA_24160.t1	0	0	0.33	0.20	0	0	0	0	0.50	0	0	0	0	0	0	1.03	0	0	0	0	0
LVA_24483.t1	8	20.50	40.50	4.50	17.50	15.50	1.50	19	18	15	31	30	3211.25	1319.50	1680.83	710.47	1118.67	576	1851.75	1544.17	1553
LVA_24887.t1	0.11	0	0	0	0	0	0	0	0	0	0	0	2.31	0.70	0.77	0.10	0.48	0.12	0.11	1.44	0.12
LVA_25939.t2	525	622	287	364	622	592.00	195	270.50	283.50	49.50	32.50	95.50	275	164.50	166	107.50	127.50	127	174	112	128.50
LVA_25939.t1	525	622	287	364	622	592.00	195	270.50	283.50	49.50	32.50	95.50	275	164.50	166	107.50	127.50	127	174	112	128.50
LVA_25314.t1	0	0.50	0	1	0	1	0	0	0	1	0	0	1	0.50	0	1.50	2	9	1.50	0	0
LVA_23338.t1	133.50	130.50	52	85.75	105	114	132	104	74.50	33	19.50	48	172.50	93.50	158.50	27	29	6.50	1267.50	1166	984
LVA_24238.t1	0	0	0	0	0.50	0	0	0	0	0	0	0	46	35.50	24.50	11	15	8.50	71.50	95	51.50
LVA_23379.t1	112	125.50	68	122	226	170.50	60.50	59	233.50	60	126.50	55.50	51	28	38.50	32	50	31.50	43	37	30
LVA_24055.t2	239.92	232.75	182.50	93	210.50	272	233.25	184.50	260.92	55.50	54.25	53.25	87.50	63.75	56.67	37.25	44	45.25	115.25	105.75	112.63
LVA_24055.t1	222.75	218.25	164	88	184	252	218.25	155.50	247.75	48.50	48.25	45.75	87	59.25	51	31.25	42	34.25	109.25	97.25	107.13
LVA_26123.t1	9	12.50	16.50	1	7.33	8	8	4	22	12	5	0	249.58	79.25	369.00	36	42.42	29	1786.08	827.83	853.58
LVA_23372.t1	0	0.50	3	0	1.50	3	4	13.50	1	0.50	0	0.50	2	1	0.50	1	1	0	11.67	4.50	5.50
LVA_26523.t1	984.50	1619.33	602	1290.50	1591.50	1006	335	784.50	2178	506	506	249	1323.33	1092	912	546	453.25	486	1066	586.00	846.83
LVA_23932.t1	2	1.50	0.50	2	3	3.50	1	8	8.50	129	6.50	6	60.17	27.50	39	3	2	0.50	530.50	300.80	319.67
LVA_24246.t1_LVA_24245.t1	2337.15	2783.82	1808.85	1421.94	2789.73	2881.97	1954.02	1715.98	2097.52	708.21	749.24	1338.67	1030.27	644.30	693.49	499.67	537.02	725.58	855.10	523.98	556.13
LVA_24168.t1	0	0	0	0.50	0.50	0	0.50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_23909.t1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0.50	0	0	1	0
LVA_26308.t1	570	639	372	269	357	406	746	633	527	309	229	366	182	160	146	87	127	136	171	130	123
LVA_25433.t1	17189.58	20634.84	12404.72	13770.70	21612.67	22036.11	16154.23	14026.47	15976.85	3384.26	4615.07	6633.00	5941.83	4065.00	4482.25	7579.17	6409.10	10800.50	2622.33	1746.33	1785.83
LVA_25516.t1	0.25	0	0	0	0	0	0	0	0	0	0	0	1	0.83	0	0.25	0.25	1.92	0	0	0
LVA_24501.t1	543.30	672.30	345.50	361.50	801.50	566.93	282	596.50	502.50	217.50	123	163.83	317.50	413.67	516	415.67	391.50	455	387	141.67	175
LVA_23237.t2	37.50	27.50	26	57.50	97	22	11	71	99	32	54.50	24.50	151	87	115	126	107.50	149	124.50	85	99.50
LVA_23237.t1	9.50	6.50	6	18.50	30	5	4	24	23	10	17.50	8.50	39	36	24	37	28.50	40	34.50	25	29.50
LVA_25752.t1	1442	1483	1033.50	882	1639.50	1195	1528.50	1620	1604.50	157	161.50	229.50	2393.00	1555	1638	1585.00	1406.50	1890.50	1157	947	945.50
LVA_25752.t2	1442	1483	1033.50	882	1639.50	1195	1528.50	1620	1604.50	157	161.50	229.50	2393.00	1555	1638	1585.00	1406.50	1890.50	1157	947	945.50
LVA_24832.t1	0.14	0.81	0	0.17	0.29	1.43	0.81	0.64	0	0.27	0	0.83	0.48	0.62	1.61	0.11	0	0.92	1.40	0	0.81
LVA_26728.t1	152	82	214.00	278.00	78	39	175	93	157	147	190	165.00	10	14	6	73	5	6	53	16	29
LVA_25194.t1	2020.75	2590.00	1734	2043.00	3000.20	3051.17	2563	1822.12	2100.33	2291.50	1710.25	3519	6082.33	3861.50	4473.20	3061.83	4094	3886.67	4736.78	4029	4001.58
LVA_23547.t1	1753.92	2274.50	1186.08	1277.58	1649.05	1720.30	2067.00	1895.83	1407.55	560.75	503.92	870.25	5395.08	3855.17	5663.38	4014.67	5678.25	5650.42	2085.83	1390.00	1547.17
LVA_23547.t1.1.5f2bf4b3	1458.42	1884.50	983.58	1114.08	1385.55	1481.30	1660.50	1545.83	1177.55	468.75	387.42	680.25	4581.58	3183.67	4748.88	3386.17	4746.25	4772.92	1743.83	1171.50	1260.67
LVA_24214.t1	4	5	13.50	12	8.50	9	10	13.50	9	2.50	4.50	10	415.50	274.50	300	220	228.50	230	326	257.50	228.50
LVA_26260.t1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	1	2	3	71	120	96
LVA_26098.t1	151	130	259	139	424	221	255	191	68	78	30	49	1618.50	911	1066	329.33	393	390	1325	999	990
LVA_24380.t1	500.50	515.50	504.17	357	533	439	291.50	924.50	326.50	400.50	87.50	66	1332	1040.50	1157.90	1748.67	1132.67	1371.17	828.67	641	590.50
LVA_23539.t1	1549.50	2010.17	979	859.90	1516.00	1761.58	992.00	374.50	939.50	66.50	114.50	158.50	776.83	481.17	709.17	577	577.50	549.33	614.50	496.50	468.17
LVA_26400.t1	4	7	7	4	3	6	1	11	7	1	3	7	274.00	200	224	145	109	127	286	217	250
LVA_25715.t1	76	89	160	118	199.50	265	142	310	9.10	86.20	2	177.67	39.30	44	39.20	14.30	12	6.58	79	69	78
LVA_26175.t1	614.50	677.83	403.83	607.25	303.83	243.67	827.33	396.67	242.67	207.50	243.50	683.83	152.83	83.00	96.33	78.50	78.83	49	146.33	329.83	199.50
LVA_24944.t1	0	0	0	2	0.50	0.70	0.25	0.10	0	0	0	0	40.49	85.80	21.33	15.63	44.16	66.97	41.42	16.79	40.83
LVA_26451.t1	242	263	245	135	138	349	206	182	198	62	164	79	223	259	55	80	214	110	2990	319	960
LVA_24576.t1	312	315	421	112	1318	1073.00	670	523	1082	93	663	839	1019	623	884	757	813	1064	834	412	453
LVA_25647.t1	15	13	6	8.50	20	20	35	22	15	9	11	8.50	16	13	14	24.50	16	23.50	16.50	9	12
LVA_26011.t1	6	9	8	2	1	5	6	21	0	1	0	2	80	206	155	19	14	12	498.00	233	127
LVA_24440.t1	61	76	75.10	76.50	117	205.17	149	304	97.50	40	127	52.50	141.50	137	26.50	74	88.50	83	15.50	21	12
LVA_26006.t1	2	2	1	0	1	0	0	6	3	0	3	1	0	0	4	1	4	1	29	18	5
LVA_25400.t1	1535	2002	878.00	1707.00	897.00	808	1102.00	1122	675.00	843.00	433	1330	740	454	699	771	638	1103	614	548	492
LVA_24757.t1	2438.00	3527.00	1962.00	819.00	1890.00	1886.00	2713.00	1566.00	2280.00	1437.00	2309.00	1755.00	715.00	333.00	615.00	339	323	444	571	263.00	322
LVA_23462.t1	24	45.50	29	34	53	44.50	19	34	34	22	90	141	6905.12	5868.45	5868.17	1178.50	1891	1671.67	10096.32	7333.83	7674.57
LVA_23526.t1	18.75	21.08	28.00	4.58	20	87.17	8.50	68.42	2.25	19.25	0.50	2.75	94.42	37.50	44.17	36.67	107.83	39.33	143.33	93.33	129.87
LVA_24478.t1	12	10	8.50	4	17.50	11	6.50	3.50	4	2.50	4	1.50	78.50	34	101.50	44.50	44.50	54	69.50	34.50	33
LVA_25367.t1	0	0	2	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
LVA_25681.t1	97	150	90.50	39	1	338	6	19	109	1	19	15	0	11	117.00	1	6	71	106	16	9
LVA_23939.t1	16.50	11	12	4	34	13.50	3	14.50	20.50	3	20.50	11.50	61.50	49.50	46.50	14.50	58	34	115	199	107.75
LVA_23972.t1	8.08	6.52	0	6	12.15	9	11.53	0	0.30	7.97	0.70	0	55.22	26.05	8.43	14.47	38.88	18.97	12.32	20.93	25.82
LVA_24688.t1	369	445	410	542	232	1493	2411	1039	958	124.00	710	873	328	234	345	261	260	256	380	333	311
LVA_23225.t1.1.5f2bf4af	3517.50	4413.25	2349.50	2647.75	2860.05	3304.50	879.77	897	1541.50	517.67	543	858.50	1248	985	957.67	1093.50	787.50	1148	992.17	745	789.50
LVA_23225.t1	3772.50	4755.25	2566.50	2880.75	3100.05	3534.50	917.77	934	1630.50	544.67	571	911.50	1361	1088	1040.67	1163.50	881.50	1250	1080.17	840	870.50
LVA_26174.t1	2	3	0	3	11	12	3	5	10	0	0	0	25	7	8	17	6	18	18	9	16
LVA_23657.t1	27.50	18	10	7	13	17.50	39	19.50	7.50	68.50	14	21.50	109.50	79	63.50	51.50	73.50	55	54.50	46	45.50
LVA_24822.t1	36.50	49.20	33.94	23.50	75.83	78	16.20	19	19	27	20	12.25	2.33	3.75	0.33	0.33	0.14	4.21	13.33	4.83	5.32
LVA_23817.t1	12514.00	14485.50	9553.50	11469	13724.50	16692.50	10292	9631.50	9237.25	2949.50	3238.50	3490.50	6427	4204.00	5166.00	5324	4739.00	7478.67	3628.50	2405.67	2252
LVA_26642.t1	1579	2074	1356	797	1882	983	604	596	480	432	203	433	1230	982	829	896	893	1265	957	1047	745
LVA_25975.t1	37.42	42.58	20.50	5.62	7.50	16.12	16.83	0.25	1.25	3.83	0.75	9.92	5.00	5.00	5.33	9.58	14.75	17.25	6.08	7.92	3.42
LVA_23818.t1	4288.00	5368.00	3832	2744	4836	5508.00	3769	3574	4285	1100	2390	2017	21609	10775.00	16505	12862	11902	15984	13600.00	8153	8336
LVA_23708.t1	7834.00	9686.00	4590.00	4188	8524.00	7291.00	4534	3638	4280.00	665	740	968	1817	1050.00	1132	1164	1182	1659	894.00	677	711
LVA_25008.t1	0	0	0	0.10	0	1	0	0.10	0	0	0	0	0	0.10	0	0	0	0	0	0	0.33
LVA_24351.t1	412	519.50	282.50	428	740	696.50	149.90	144	261	81.50	70.50	92.50	440	285.67	300.50	505	305	536	194	155	150.50
LVA_23376.t1	239.83	335	131.33	60.50	289	111	330.50	132	55.83	179	72.50	166.50	143	155	141.33	142.50	153.50	250	125	96.83	76.50
LVA_23350.t1	1	0	3.50	0	3	1.50	2	2.50	1	0	0	0	0	0	0	0	11	1.50	0	10	6
LVA_23399.t1	538.17	748.33	205.17	98.83	99.33	226.67	294.50	258.33	269.50	71.50	36.83	37.67	253.83	160.50	171.17	178.67	265.50	158.67	244.67	151.83	159.67
LVA_25152.t1	0	0	0	0	0	0	5	5	6	4	5	0	4	1	1	0	2	5	0	1	5
LVA_25112.t1	3	3	1	3	1	7	0	1	2	0	0	0	51	26	14	3	16	11	11	2	3
LVA_23477.t1	0	0.50	2	0	2.50	3	3	17.50	1	2.50	0	1.50	1	1	0.50	1	1	0	7.33	4.50	7.50
LVA_23707.t1	1	0	3	0	0	0	0	4	48	1	16	0	0	1	1	0	3	0	1	0	1
LVA_23986.t1	198.50	271	122.50	32	163.08	141.50	242	148.50	204.17	64.50	101	60	137	104.17	96.17	63.50	63.50	84	96.17	73.14	66.50
LVA_24140.t1	24.50	37	16.50	12	24	33.33	29	65.50	46	5	51	20.50	35.50	37	4.50	16.50	17	20.50	3.50	3	4.50
LVA_26708.t1	16	13	29	10	16	30.50	16	45.50	20	14	11	6	20.50	26.50	14.50	28	6	13	23	14	10
LVA_23431.t1	9	18.50	3	2.50	4	2	4.50	18.50	12	57	8	96.50	81	76.50	59	53	31.50	3	65.40	34	26.50
LVA_25524.t1	0	0	1	0	0	1.50	0	1.50	0	0	0	0	13	3	1	1	3	2	10	6.50	2
LVA_26280.t1	1135	1363	792.00	1101	1182.00	1351	1904	1039	911.00	1321	539	667	597	296	348	619	533	649	424	529	497
LVA_23718.t1	1572.00	1857.00	742.00	831.75	805.50	1501.14	624.50	876.64	1417.50	86	178	207	518.76	343.33	460.62	290.96	361.17	242.27	730.73	567.00	474.81
LVA_25038.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	2.50	0	0.33	0	0	1	0.75	0
LVA_25892.t1	67	83	35	62.50	38.50	29	31	34.50	41	22	36.50	103	3100	1647.50	2037	949	1220	1078.50	4784.33	3249.17	3042.50
LVA_26564.t1	97	95.50	89.50	290	229.33	76	114	164.67	105.37	11.33	46.33	148.58	318.50	296.78	348.25	154	63	93.33	817.67	778.83	618.90
LVA_24021.t1	72	119	73.50	13.50	130	19.50	256	279.50	15	28	2	107	67	31	53.50	38	35	83	48.50	17	29.50
LVA_26103.t1	2	0	4	0	1	0	1	1	2	0	0	0	20	11	1	21	21	6	3	1	4
LVA_25129.t1	220	207	343	457	949	610.00	511	345	258.00	9	33	80.00	2	6	5	2	4	4	0	8	1
LVA_23921.t1	0	0	0	2	1	1	0	1	1	1	0	0	22	21	11	32	12	5	9	4	6
LVA_25082.t1_LVA_25086.t1	850.43	641.40	1233.47	608.04	2464.95	2469.84	1685.80	1395.80	1503.75	1188.24	2270.29	2125.07	4112.54	1777.27	1773.96	883.81	1686.46	1847.12	2046.51	2859.78	2220.76
LVA_25082.t1_LVA_25086.t1.1.5f2d439c	850.43	640.40	1231.47	608.04	2459.95	2467.84	1679.80	1395.80	1503.75	1187.24	2269.29	2122.07	4103.54	1772.27	1769.96	875.81	1682.46	1842.12	2018.51	2818.78	2181.76
LVA_25082.t1_LVA_25086.t1.2.5f2d439c	844.43	638.40	1128.47	605.04	2394.45	2435.34	1623.80	1387.30	1463.25	1157.74	2197.29	2024.07	4027.54	1702.77	1756.96	866.31	1668.96	1830.12	1954.01	2638.78	2027.26
LVA_26142.t1	47.33	61	23.50	115.25	207.50	489.33	34	26	107	12	67	18	68.50	77	33	69.50	21.20	34	75	54	34.50
